heure;IP source;IP destination;Flag;seq;lenght
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;BP-Linux8.40678;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"32
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1416
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;BP-Linux8.40678;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;BP-Linux8.40678;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;BP-Linux8.40678;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40678:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[P.],;BP-Linux8.40678:;"51
"
11:42:30;BP-Linux8.40678;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;BP-Linux8.40680;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;BP-Linux8.40684;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;BP-Linux8.40679;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;BP-Linux8.40680;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"1448
"
11:42:30;BP-Linux8.40680;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40680:;"624
"
11:42:30;BP-Linux8.40680;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
11:42:30;mauves.univ-st-etienne.fr.https;IP;[.],;BP-Linux8.40682:;"1448
"
11:42:30;BP-Linux8.40682;IP;[.],;mauves.univ-st-etienne.fr.https:;"0
"
