heure;IP source;IP destination;Flag;seq;lenght
11:42:26;BP-Linux8.53418;IP;[P.],;par21s17-in-f1.1e100.net.https:;"38
"
11:42:26;BP-Linux8.53418;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;BP-Linux8.53419;IP;[P.],;par21s17-in-f1.1e100.net.https:;"163
"
11:42:26;BP-Linux8.53419;IP;[P.],;par21s17-in-f1.1e100.net.https:;"233
"
11:42:26;BP-Linux8.53420;IP;[P.],;par21s17-in-f1.1e100.net.https:;"163
"
11:42:26;BP-Linux8.53420;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;ns1.lan.rt.domain;IP;1/0/0;BP-Linux8.37821:;"(82)
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53417:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[F.],;BP-Linux8.53417:;"0
"
11:42:26;BP-Linux8.53417;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53417:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53418:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53418:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53419:;"38
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53420:;"38
"
11:42:26;BP-Linux8.53420;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1400
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53419:;"415
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53419:;"1418
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53419:;"1418
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53419:;"1418
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53419:;"1048
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53419:;"46
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53420:;"0
"
11:42:26;BP-Linux8.53420;IP;[P.],;par21s17-in-f1.1e100.net.https:;"31
"
11:42:26;BP-Linux8.53420;IP;[F.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;BP-Linux8.53418;IP;[P.],;par21s17-in-f1.1e100.net.https:;"31
"
11:42:26;BP-Linux8.53418;IP;[F.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"114
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;BP-Linux8.53419;IP;[P.],;par21s17-in-f1.1e100.net.https:;"38
"
11:42:26;BP-Linux8.53419;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;BP-Linux8.53419;IP;[P.],;par21s17-in-f1.1e100.net.https:;"31
"
11:42:26;BP-Linux8.53419;IP;[F.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53420:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53418:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[F.],;BP-Linux8.53420:;"0
"
11:42:26;BP-Linux8.53420;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53420:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[F.],;BP-Linux8.53418:;"0
"
11:42:26;BP-Linux8.53418;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53418:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"170
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53419:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1259
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"139
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"728
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[F.],;BP-Linux8.53419:;"0
"
11:42:26;BP-Linux8.53419;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53419:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"142
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"141
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"158
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8;IP;echo;192.168.115.1:;"64
"
11:42:26;192.168.115.1;IP;echo;BP-Linux8:;"64
"
11:42:26;BP-Linux8.ssh;IP;[P.],;192.168.190.130.50245:;"100
"
11:42:26;192.168.190.130.50245;IP;[.],;BP-Linux8.ssh:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1046
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"114
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"114
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"142
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"298
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"144
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"715
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"113
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"603
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"143
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"742
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"144
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"183
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"159
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"159
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1053
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"115
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"116
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"1418
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[P.],;BP-Linux8.53416:;"256
"
11:42:26;BP-Linux8.53416;IP;[.],;par21s17-in-f1.1e100.net.https:;"0
"
11:42:26;BP-Linux8.53416;IP;[P.],;par21s17-in-f1.1e100.net.https:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"436
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;par21s17-in-f1.1e100.net.https;IP;[.],;BP-Linux8.53416:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"160
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"436
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"161
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.37597;IP;[P.],;par21s22-in-f14.1e100.net.https:;"46
"
11:42:26;BP-Linux8.38906;IP;[P.],;mad01s26-in-f174.1e100.net.https:;"46
"
11:42:26;BP-Linux8.55948;IP;[P.],;par10s40-in-f14.1e100.net.https:;"46
"
11:42:26;BP-Linux8.38328;IP;[P.],;par21s12-in-f14.1e100.net.https:;"46
"
11:42:26;par21s22-in-f14.1e100.net.https;IP;[.],;BP-Linux8.37597:;"0
"
11:42:26;mad01s26-in-f174.1e100.net.https;IP;[.],;BP-Linux8.38906:;"0
"
11:42:26;mad01s26-in-f174.1e100.net.https;IP;[P.],;BP-Linux8.38906:;"46
"
11:42:26;par10s40-in-f14.1e100.net.https;IP;[.],;BP-Linux8.55948:;"0
"
11:42:26;par21s22-in-f14.1e100.net.https;IP;[P.],;BP-Linux8.37597:;"46
"
11:42:26;par21s12-in-f14.1e100.net.https;IP;[.],;BP-Linux8.38328:;"0
"
11:42:26;par21s12-in-f14.1e100.net.https;IP;[P.],;BP-Linux8.38328:;"46
"
11:42:26;par10s40-in-f14.1e100.net.https;IP;[P.],;BP-Linux8.55948:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"74
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"435
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.38906;IP;[.],;mad01s26-in-f174.1e100.net.https:;"0
"
11:42:26;BP-Linux8.37597;IP;[.],;par21s22-in-f14.1e100.net.https:;"0
"
11:42:26;BP-Linux8.38328;IP;[.],;par21s12-in-f14.1e100.net.https:;"0
"
11:42:26;BP-Linux8.55948;IP;[.],;par10s40-in-f14.1e100.net.https:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"162
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"97
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"445
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"39
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:26;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:26;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"432
"
11:42:26;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:27;BP-Linux8.56201;IP;PTR?;ns1.lan.rt.domain:;"(46)
"
11:42:27;ns1.lan.rt.domain;IP;1/0/0;BP-Linux8.56201:;"(85)
"
11:42:27;BP-Linux8.46121;IP;PTR?;ns1.lan.rt.domain:;"(45)
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"378
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"662
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"101
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1418
"
11:42:27;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"1418
"
11:42:27;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"1418
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"249
"
11:42:27;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:27;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"375
"
11:42:27;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"38
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
11:42:27;ns1.lan.rt.domain;IP;3/0/0;BP-Linux8.46121:;"(145)
"
11:42:27;BP-Linux8.45921;IP;PTR?;ns1.lan.rt.domain:;"(45)
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"153
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"38
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[P.],;BP-Linux8.34862:;"46
"
11:42:27;BP-Linux8.34862;IP;[.],;par10s38-in-f3.1e100.net.https:;"0
"
11:42:27;BP-Linux8.34862;IP;[P.],;par10s38-in-f3.1e100.net.https:;"46
"
11:42:27;par10s38-in-f3.1e100.net.https;IP;[.],;BP-Linux8.34862:;"0
"
